name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified
Milenković,DEF,Nott'm Forest,1.7,0,0,5,0,1.0,573,0.01,0.06,0.05,1.19,111,3,0,2.1,16.4,2024-11-23T15:00:00Z,90,1,0,0,0,0,12,0,118869,1,0,3,4.0,1,-1398,8059,9457,45,False,0,12,,,,,,,,False
Van den Berg,DEF,Brentford,2.7,0,0,19,1,0.7,338,0.01,0.08,0.07,1.2,114,0,0,2.2,17.0,2024-11-23T15:00:00Z,90,8,0,0,0,0,12,0,351966,1,0,0,4.0,6,5710,19699,13989,41,False,0,12,,,,,,,,False
Kevin,DEF,Fulham,0.0,0,0,0,0,0.0,250,0.0,0.0,0.0,0.0,115,0,0,0.0,0.0,2024-11-23T15:00:00Z,0,20,0,0,0,0,12,0,20989,0,4,1,0.0,0,-856,0,856,40,True,0,12,,,,,,,,False
Sarr,DEF,Chelsea,0.0,0,0,0,0,0.0,176,0.0,0.0,0.0,0.0,117,0,0,0.0,0.0,2024-11-23T12:30:00Z,0,11,0,0,0,0,12,0,284,0,2,1,0.0,0,-1,0,1,45,False,0,12,,,,,,,,False
Branthwaite,DEF,Everton,3.2,0,0,29,1,2.4,219,0.02,0.05,0.03,1.1,114,0,0,2.5,16.8,2024-11-23T15:00:00Z,90,4,0,0,0,0,12,0,84350,1,0,0,6.0,6,-499,3982,4481,48,True,0,12,,,,,,,,False
Wieffer,MID,Brighton,0.7,0,0,5,0,0.8,149,0.0,0.0,0.0,0.89,113,1,0,0.9,7.8,2024-11-23T15:00:00Z,26,3,0,0,0,0,12,0,6873,0,2,1,0.0,1,-135,138,273,48,False,0,12,,,,,,,,False
Walker,DEF,Man City,0.8,0,0,0,0,8.5,363,0.17,0.17,0.0,2.51,118,4,0,2.0,9.2,2024-11-23T17:30:00Z,90,18,0,0,0,0,12,0,384586,1,4,0,2.0,0,822,10263,9441,52,True,0,12,,,,,,,,False
Edozie,MID,Southampton,0.0,0,0,0,0,0.0,459,0.0,0.0,0.0,0.0,120,0,0,0.0,0.0,2024-11-24T14:00:00Z,0,12,0,0,0,0,12,0,1213,0,3,2,0.0,0,-25,0,25,49,True,0,12,,,,,,,,False
Sánchez,GK,Chelsea,2.5,0,0,0,0,0.0,185,0.0,0.0,0.0,1.11,117,1,0,0.2,2.0,2024-11-23T12:30:00Z,90,11,0,0,0,0,12,0,1285864,1,2,1,0.0,1,58371,97163,38792,47,False,1,12,,,,,,,,False
Ba,DEF,Leicester,0.0,0,0,0,0,0.0,302,0.0,0.0,0.0,0.0,117,0,0,0.0,0.0,2024-11-23T12:30:00Z,0,6,0,0,0,0,12,0,11454,0,2,1,0.0,0,-1242,165,1407,42,True,0,12,,,,,,,,False
Elliott,MID,Liverpool,0.8,0,0,0,0,0.0,319,0.0,0.0,0.0,0.0,120,0,0,0.0,0.0,2024-11-24T14:00:00Z,0,17,0,0,0,0,12,0,23657,0,3,2,0.0,0,-556,54,610,52,False,0,12,,,,,,,,False
Kuol,MID,Newcastle,0.0,0,0,0,0,0.0,406,0.0,0.0,0.0,0.0,119,0,0,0.0,0.0,2024-11-25T20:00:00Z,0,19,0,0,0,0,12,0,4917,0,2,0,0.0,0,-141,122,263,45,True,0,12,,,,,,,,False
Rúben,DEF,Man City,0.0,0,0,0,0,0.0,361,0.0,0.0,0.0,0.0,118,0,0,0.0,0.0,2024-11-23T17:30:00Z,0,18,0,0,0,0,12,0,307211,0,4,0,0.0,0,-36311,375,36686,54,True,0,12,,,,,,,,False
George,FWD,Ipswich,0.0,0,0,0,0,0.0,272,0.0,0.0,0.0,0.0,116,0,0,0.0,0.0,2024-11-24T16:30:00Z,0,14,0,0,0,0,12,0,4924,0,1,1,0.0,0,-763,593,1356,54,True,0,12,,,,,,,,False
Son,FWD,Bournemouth,0.0,0,0,0,0,0.0,69,0.0,0.0,0.0,0.0,113,0,0,0.0,0.0,2024-11-23T15:00:00Z,0,5,0,0,0,0,12,0,139480,0,2,1,0.0,0,-12405,0,12405,45,True,0,12,,,,,,,,False
Mitchell,DEF,Crystal Palace,0.7,0,0,0,0,14.8,210,0.07,0.11,0.04,3.11,112,2,0,2.7,6.2,2024-11-23T15:00:00Z,90,2,0,0,0,0,12,0,170350,1,2,2,6.0,0,-8148,4490,12638,49,False,1,12,,,,,,,,False
Peart-Harris,MID,Brentford,0.0,0,0,0,0,0.0,103,0.0,0.0,0.0,0.0,114,0,0,0.0,0.0,2024-11-23T15:00:00Z,0,8,0,0,0,0,12,0,2046,0,0,0,0.0,0,-70,0,70,45,False,0,12,,,,,,,,False
O'Reilly,MID,Man City,0.4,0,0,0,0,0.0,607,0.0,0.0,0.0,0.0,118,0,0,0.0,0.0,2024-11-23T17:30:00Z,0,18,0,0,0,0,12,0,1693,0,4,0,0.0,0,-36,58,94,50,True,0,12,,,,,,,,False
Ramsdale,GK,Southampton,0.0,0,0,0,0,0.0,14,0.0,0.0,0.0,0.0,120,0,0,0.0,0.0,2024-11-24T14:00:00Z,0,12,0,0,0,0,12,0,212243,0,3,2,0.0,0,-31217,2025,33242,44,True,0,12,,,,,,,,False
Van de Ven,DEF,Spurs,0.0,0,0,0,0,0.0,506,0.0,0.0,0.0,0.0,118,0,0,0.0,0.0,2024-11-23T17:30:00Z,0,13,0,0,0,0,12,0,571307,0,4,0,0.0,0,-125189,1301,126490,46,False,0,12,,,,,,,,False
Thiago,FWD,Brentford,0.3,0,0,3,0,0.2,107,0.0,0.0,0.0,0.52,114,0,0,0.1,1.2,2024-11-23T15:00:00Z,18,8,0,0,0,0,12,0,2239,0,0,0,0.0,1,216,334,118,59,False,0,12,,,,,,,,False
Rodney,MID,Crystal Palace,0.0,0,0,0,0,0.0,647,0.0,0.0,0.0,0.0,112,0,0,0.0,0.0,2024-11-23T15:00:00Z,0,2,0,0,0,0,12,0,2603,0,2,2,0.0,0,-38,126,164,45,False,0,12,,,,,,,,False
Hudson-Odoi,MID,Nott'm Forest,3.3,0,0,8,0,8.3,434,0.06,0.09,0.03,1.19,111,3,0,2.6,8.0,2024-11-23T15:00:00Z,90,1,0,0,0,0,12,0,243031,1,0,3,10.0,2,-10450,17893,28343,54,False,0,12,,,,,,,,False
Rodrigo,MID,Wolves,1.0,0,0,4,0,23.3,563,0.03,0.03,0.0,0.97,115,1,0,4.1,5.6,2024-11-23T15:00:00Z,90,9,0,0,0,0,12,0,7934,1,4,1,12.0,2,-214,244,458,52,False,0,12,,,,,,,,False
Bogarde,DEF,Aston Villa,0.0,0,0,0,0,2.3,598,0.03,0.03,0.0,0.83,112,2,0,0.7,3.0,2024-11-23T15:00:00Z,45,7,0,0,0,0,12,0,34720,1,2,2,2.0,0,-1250,472,1722,40,True,0,12,,,,,,,,False
Mazraoui,DEF,Man Utd,4.0,0,0,14,0,11.5,594,0.01,0.01,0.0,1.59,116,1,0,3.6,24.8,2024-11-24T16:30:00Z,90,10,0,0,0,0,12,0,1799873,1,1,1,0.0,2,343465,370036,26571,46,False,0,12,,,,,,,,False
Konsa,DEF,Aston Villa,0.0,0,0,0,0,0.0,44,0.0,0.0,0.0,0.0,112,0,0,0.0,0.0,2024-11-23T15:00:00Z,0,7,0,0,0,0,12,0,931574,0,2,2,0.0,0,-148429,13519,161948,44,True,0,12,,,,,,,,False
Pedro Porro,DEF,Spurs,5.8,0,2,42,1,6.1,495,0.01,0.32,0.31,2.14,118,0,1,8.3,60.2,2024-11-23T17:30:00Z,90,13,0,0,0,0,12,0,2774570,1,4,0,17.0,14,-222922,36674,259596,55,False,0,12,,,,,,,,False
Ba,DEF,Ipswich,0.0,0,0,0,0,0.0,261,0.0,0.0,0.0,0.0,116,0,0,0.0,0.0,2024-11-24T16:30:00Z,0,14,0,0,0,0,12,0,1926,0,1,1,0.0,0,-61,0,61,40,True,0,12,,,,,,,,False
Haaland,FWD,Man City,3.5,0,0,2,0,22.3,351,0.03,0.85,0.82,2.51,118,4,0,9.3,6.2,2024-11-23T17:30:00Z,90,18,0,0,0,0,12,0,6584276,1,4,0,64.0,2,-518598,32771,551369,152,True,0,12,,,,,,,,False
Amass,DEF,Man Utd,0.0,0,0,0,0,0.0,670,0.0,0.0,0.0,0.0,116,0,0,0.0,0.0,2024-11-24T16:30:00Z,0,10,0,0,0,0,12,0,1612,0,1,1,0.0,0,282,486,204,40,False,0,12,,,,,,,,False
Edozie,MID,Wolves,1.1,0,0,0,0,0.0,682,0.0,0.0,0.0,0.0,115,0,0,0.0,0.0,2024-11-23T15:00:00Z,0,9,0,0,0,0,12,0,0,0,4,1,0.0,0,0,0,0,45,False,0,12,,,,,,,,False
Son,DEF,Man City,0.4,0,0,0,0,0.0,672,0.0,0.0,0.0,0.0,118,0,0,0.0,0.0,2024-11-23T17:30:00Z,0,18,0,0,0,0,12,0,1660,0,4,0,0.0,0,923,1242,319,40,True,0,12,,,,,,,,False
Virgil,DEF,Liverpool,5.5,0,0,5,0,4.3,339,0.03,0.03,0.0,1.28,120,2,0,2.3,14.6,2024-11-24T14:00:00Z,90,17,0,0,0,0,12,0,2369323,1,3,2,4.0,1,361619,392858,31239,63,False,0,12,,,,,,,,False
Mavropanos,DEF,West Ham,0.7,0,0,9,0,0.4,528,0.01,0.01,0.0,0.35,119,0,0,1.2,12.0,2024-11-25T20:00:00Z,33,15,0,0,0,0,12,0,17737,0,2,0,0.0,1,-1193,150,1343,45,False,0,12,,,,,,,,False
Turner,GK,Crystal Palace,0.0,0,0,0,0,0.0,445,0.0,0.0,0.0,0.0,112,0,0,0.0,0.0,2024-11-23T15:00:00Z,0,2,0,0,0,0,12,0,1276259,0,2,2,0.0,0,-42114,3222,45336,40,False,0,12,,,,,,,,False
Collyer,MID,Man Utd,0.0,0,0,0,0,0.0,613,0.0,0.0,0.0,0.0,116,0,0,0.0,0.0,2024-11-24T16:30:00Z,0,10,0,0,0,0,12,0,5442,0,1,1,0.0,0,-306,108,414,45,False,0,12,,,,,,,,False
Agbinone,MID,Crystal Palace,0.3,0,0,0,0,0.0,646,0.0,0.0,0.0,0.0,112,0,0,0.0,0.0,2024-11-23T15:00:00Z,0,2,0,0,0,0,12,0,4661,0,2,2,0.0,0,14,351,337,45,False,0,12,,,,,,,,False
Young,MID,Aston Villa,0.0,0,0,0,0,0.0,656,0.0,0.0,0.0,0.0,112,0,0,0.0,0.0,2024-11-23T15:00:00Z,0,7,0,0,0,0,12,0,26450,0,2,2,0.0,0,-395,1852,2247,45,True,0,12,,,,,,,,False
Pinnock,DEF,Brentford,2.0,0,0,29,1,10.0,104,0.0,0.03,0.03,1.2,114,0,0,4.5,28.8,2024-11-23T15:00:00Z,90,8,0,0,0,0,12,0,122980,1,0,0,6.0,6,-15427,4044,19471,45,False,0,12,,,,,,,,False
Saliba,DEF,Arsenal,4.7,0,1,32,1,2.8,18,0.02,0.02,0.0,0.33,111,0,0,2.7,24.0,2024-11-23T15:00:00Z,90,16,0,0,0,0,12,0,2392633,1,0,3,0.0,7,3449,65139,61690,60,True,0,12,,,,,,,,False
Bayindir,GK,Man Utd,0.0,0,0,0,0,0.0,367,0.0,0.0,0.0,0.0,116,0,0,0.0,0.0,2024-11-24T16:30:00Z,0,10,0,0,0,0,12,0,9541,0,1,1,0.0,0,-104,154,258,43,False,0,12,,,,,,,,False
Rodrigo,MID,Spurs,0.0,0,0,0,0,0.0,480,0.0,0.0,0.0,0.0,118,0,0,0.0,0.0,2024-11-23T17:30:00Z,0,13,0,0,0,0,12,0,18077,0,4,0,0.0,0,-2053,1238,3291,50,False,0,12,,,,,,,,False
Mitchell,FWD,Spurs,7.2,1,0,21,1,21.5,82,0.05,0.17,0.12,2.14,118,0,0,6.2,21.8,2024-11-23T17:30:00Z,90,13,0,0,0,0,12,0,1408248,1,4,0,19.0,5,-395645,37648,433293,77,False,0,12,,,,,,,,False
Richards,DEF,Crystal Palace,0.3,0,0,3,0,0.3,194,0.0,0.0,0.0,0.0,112,0,0,0.1,0.6,2024-11-23T15:00:00Z,1,2,0,0,0,0,12,0,10978,0,2,2,0.0,1,-6,195,201,44,False,0,12,,,,,,,,False
Raya,DEF,Wolves,3.0,0,0,20,0,2.5,533,0.01,0.01,0.0,1.03,115,1,0,3.7,30.0,2024-11-23T15:00:00Z,90,9,0,0,0,0,12,0,1529665,1,4,1,4.0,2,197648,240205,42557,48,False,0,12,,,,,,,,False
James,DEF,Leicester,0.2,0,0,1,0,1.0,295,0.0,0.0,0.0,2.75,117,2,0,1.9,18.2,2024-11-23T12:30:00Z,90,6,0,0,0,0,12,0,382856,1,2,1,0.0,1,-47615,4682,52297,46,True,0,12,,,,,,,,False
Zirkzee,FWD,Man Utd,1.0,0,0,1,0,0.4,389,0.0,0.04,0.04,0.23,116,0,0,0.3,0.0,2024-11-24T16:30:00Z,22,10,0,0,0,0,12,0,184898,0,1,1,4.0,1,-9139,1899,11038,66,False,0,12,,,,,,,,False
Ødegaard,MID,Arsenal,5.3,1,0,29,1,67.5,13,0.15,0.41,0.26,0.27,111,0,0,12.7,35.8,2024-11-23T15:00:00Z,81,16,0,0,0,0,12,0,444452,1,0,3,24.0,6,83025,89947,6922,82,True,0,12,,,,,,,,False
Fletcher,MID,Man Utd,0.0,0,0,0,0,0.0,667,0.0,0.0,0.0,0.0,116,0,0,0.0,0.0,2024-11-24T16:30:00Z,0,10,0,0,0,0,12,0,674,0,1,1,0.0,0,21,84,63,45,False,0,12,,,,,,,,False
Wharton,MID,Crystal Palace,0.0,0,0,0,0,0.0,216,0.0,0.0,0.0,0.0,112,0,0,0.0,0.0,2024-11-23T15:00:00Z,0,2,0,0,0,0,12,0,21915,0,2,2,0.0,0,-2283,115,2398,47,False,0,12,,,,,,,,False
Sinisterra,MID,Bournemouth,0.0,0,0,0,0,0.0,80,0.0,0.0,0.0,0.0,113,0,0,0.0,0.0,2024-11-23T15:00:00Z,0,5,0,0,0,0,12,0,19466,0,2,1,0.0,0,-3125,21,3146,49,True,0,12,,,,,,,,False
Keane,DEF,Everton,0.3,0,0,0,0,0.0,228,0.0,0.0,0.0,0.0,114,0,0,0.0,0.0,2024-11-23T15:00:00Z,0,4,0,0,0,0,12,0,1150124,0,0,0,0.0,0,-66432,24903,91335,43,True,0,12,,,,,,,,False
Richards,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,438,0.0,0.0,0.0,0.0,111,0,0,0.0,0.0,2024-11-23T15:00:00Z,0,1,0,0,0,0,12,0,2131,0,0,3,0.0,0,-55,0,55,45,False,0,12,,,,,,,,False
Anthony,MID,Newcastle,3.3,0,0,5,0,18.3,398,0.12,0.55,0.43,0.63,119,2,0,5.0,4.4,2024-11-25T20:00:00Z,67,19,0,0,0,0,12,0,944934,1,2,0,27.0,2,-10193,61361,71554,72,True,0,12,,,,,,,,False
King,MID,Fulham,0.0,0,0,0,0,0.0,604,0.0,0.0,0.0,0.0,115,0,0,0.0,0.0,2024-11-23T15:00:00Z,0,20,0,0,0,0,12,0,9990,0,4,1,0.0,0,-240,282,522,45,True,0,12,,,,,,,,False
O'Riley,MID,Brighton,3.0,0,0,4,0,0.5,629,0.0,0.03,0.03,0.89,113,1,0,0.7,2.6,2024-11-23T15:00:00Z,14,3,0,0,0,0,12,0,10261,0,2,1,4.0,1,8894,9410,516,55,False,0,12,,,,,,,,False
Lewis,DEF,Newcastle,0.0,0,0,0,0,0.0,408,0.0,0.0,0.0,0.0,119,0,0,0.0,0.0,2024-11-25T20:00:00Z,0,19,0,0,0,0,12,0,20846,0,2,0,0.0,0,-837,0,837,40,True,0,12,,,,,,,,False
Strand Larsen,FWD,Wolves,5.0,1,0,18,0,11.7,566,0.03,0.12,0.09,1.03,115,1,0,3.2,14.6,2024-11-23T15:00:00Z,90,9,0,0,0,0,12,0,335506,1,4,1,6.0,5,-43270,19956,63226,56,False,0,12,,,,,,,,False
Harris,MID,Everton,0.7,0,0,0,0,0.0,224,0.0,0.0,0.0,0.0,114,0,0,0.0,0.0,2024-11-23T15:00:00Z,0,4,0,0,0,0,12,0,14507,0,0,0,0.0,0,-2074,330,2404,53,True,0,12,,,,,,,,False
Calafiori,DEF,Arsenal,3.0,0,0,23,1,1.7,578,0.01,0.01,0.0,0.16,111,0,0,1.3,9.6,2024-11-23T15:00:00Z,66,16,0,0,0,0,12,0,148168,1,0,3,2.0,6,-4097,4969,9066,58,True,0,12,,,,,,,,False
Onana,GK,Man Utd,4.7,0,0,16,0,0.0,383,0.0,0.0,0.0,1.59,116,1,0,3.6,36.0,2024-11-24T16:30:00Z,90,10,0,0,0,0,12,5,989084,1,1,1,0.0,3,104483,125056,20573,51,False,0,12,,,,,,,,False
Sonne,FWD,Leicester,-0.2,0,0,0,0,0.0,198,0.0,0.0,0.0,0.0,117,0,0,0.0,0.0,2024-11-23T12:30:00Z,0,6,0,0,0,0,12,0,27664,0,2,1,0.0,0,-883,1066,1949,52,True,0,12,,,,,,,,False
Souza,FWD,Chelsea,0.5,0,0,0,0,0.0,165,0.0,0.0,0.0,0.0,117,0,0,0.0,0.0,2024-11-23T12:30:00Z,0,11,0,0,0,0,12,0,15418,0,2,1,0.0,0,-318,370,688,50,False,0,12,,,,,,,,False
O'Brien,MID,Nott'm Forest,0.0,0,0,0,0,0.0,439,0.0,0.0,0.0,0.0,111,0,0,0.0,0.0,2024-11-23T15:00:00Z,0,1,0,0,0,0,12,0,89,0,0,3,0.0,0,-1,0,1,50,False,0,12,,,,,,,,False
Saka,MID,Arsenal,5.0,1,3,51,1,51.3,17,0.24,0.53,0.29,0.27,111,0,1,17.7,60.0,2024-11-23T15:00:00Z,82,16,0,0,0,0,12,0,2709800,1,0,3,66.0,13,-28359,199139,227498,101,True,1,12,,,,,,,,False
Spence,DEF,Spurs,-0.2,0,0,3,0,0.1,504,0.0,0.0,0.0,0.0,118,0,0,0.1,1.0,2024-11-23T17:30:00Z,1,13,0,0,0,0,12,0,7545,0,4,0,0.0,1,-82,107,189,44,False,0,12,,,,,,,,False
Fofana,DEF,Chelsea,1.9,0,0,13,0,4.4,189,0.02,0.02,0.0,1.11,117,1,0,1.6,11.6,2024-11-23T12:30:00Z,90,11,0,0,0,0,12,0,51707,1,2,1,0.0,2,70,3914,3844,45,False,0,12,,,,,,,,False
Digne,DEF,Aston Villa,1.0,0,0,4,0,1.0,36,0.0,0.0,0.0,0.24,112,0,0,0.5,3.8,2024-11-23T15:00:00Z,21,7,0,0,0,0,12,0,1105733,0,2,2,0.0,1,115527,148027,32500,47,True,0,12,,,,,,,,False
Hill,GK,Brighton,0.0,0,0,0,0,0.0,668,0.0,0.0,0.0,0.0,113,0,0,0.0,0.0,2024-11-23T15:00:00Z,0,3,0,0,0,0,12,0,55524,0,2,1,0.0,0,38525,41511,2986,39,False,0,12,,,,,,,,False
Vicario,GK,Spurs,3.2,0,1,34,1,0.0,508,0.0,0.0,0.0,2.14,118,0,0,4.0,40.4,2024-11-23T17:30:00Z,90,13,0,0,0,0,12,5,371757,1,4,0,0.0,8,-36680,1988,38668,50,False,0,12,,,,,,,,False
Fraser,FWD,Wolves,0.0,0,0,0,0,0.0,546,0.0,0.0,0.0,0.0,115,0,0,0.0,0.0,2024-11-23T15:00:00Z,0,9,0,0,0,0,12,0,192253,0,4,1,0.0,0,-13676,0,13676,45,False,0,12,,,,,,,,False
De Ligt,DEF,Man Utd,3.3,0,0,11,0,0.6,593,0.0,0.0,0.0,1.59,116,1,0,1.6,15.4,2024-11-24T16:30:00Z,90,10,0,0,0,0,12,0,568675,1,1,1,0.0,2,45742,63631,17889,50,False,0,12,,,,,,,,False
Hinshelwood,MID,Brighton,0.8,0,0,0,0,0.0,126,0.0,0.0,0.0,0.0,113,0,0,0.0,0.0,2024-11-23T15:00:00Z,0,3,0,0,0,0,12,0,11095,0,2,1,0.0,0,-1854,114,1968,50,False,0,12,,,,,,,,False
Semenyo,MID,Bournemouth,3.2,0,0,8,0,19.6,78,0.25,0.56,0.31,0.94,113,2,0,5.3,0.0,2024-11-23T15:00:00Z,90,5,0,0,0,0,12,0,1062820,1,2,1,36.0,1,-20264,114524,134788,57,True,1,12,,,,,,,,False
Dennis,GK,Bournemouth,0.0,0,0,0,0,0.0,599,0.0,0.0,0.0,0.0,113,0,0,0.0,0.0,2024-11-23T15:00:00Z,0,5,0,0,0,0,12,0,42767,0,2,1,0.0,0,-1098,531,1629,40,True,0,12,,,,,,,,False
Hutchinson,MID,Ipswich,3.2,0,2,29,0,17.0,274,0.04,0.19,0.15,0.8,116,1,1,8.6,49.8,2024-11-24T16:30:00Z,90,14,0,0,0,0,12,0,28927,1,1,1,19.0,9,-2382,423,2805,52,True,0,12,,,,,,,,False
Scarlett,FWD,Spurs,0.0,0,0,0,0,0.0,500,0.0,0.0,0.0,0.0,118,0,0,0.0,0.0,2024-11-23T17:30:00Z,0,13,0,0,0,0,12,0,7855,0,4,0,0.0,0,-272,0,272,45,False,0,12,,,,,,,,False
McNeil,MID,Everton,1.3,0,0,19,1,66.5,230,0.17,0.33,0.16,1.1,114,0,0,10.0,18.4,2024-11-23T15:00:00Z,90,4,0,0,0,0,12,0,773331,1,0,0,15.0,3,-288674,7517,296191,57,True,0,12,,,,,,,,False
Ji-soo,DEF,Brentford,0.0,0,0,0,0,0.0,96,0.0,0.0,0.0,0.0,114,0,0,0.0,0.0,2024-11-23T15:00:00Z,0,8,0,0,0,0,12,0,41987,0,0,0,0.0,0,1959,4186,2227,39,False,0,12,,,,,,,,False
Eze,MID,Crystal Palace,0.0,0,0,0,0,0.0,644,0.0,0.0,0.0,0.0,112,0,0,0.0,0.0,2024-11-23T15:00:00Z,0,2,0,0,0,0,12,0,2683,0,2,2,0.0,0,-219,60,279,45,False,0,12,,,,,,,,False
Irving,MID,West Ham,0.7,0,0,3,0,0.7,576,0.0,0.0,0.0,0.07,119,0,0,0.3,2.6,2024-11-25T20:00:00Z,6,15,0,0,0,0,12,0,2635,0,2,0,0.0,1,-41,50,91,48,False,0,12,,,,,,,,False
Hein,GK,Arsenal,0.0,0,0,0,0,0.0,5,0.0,0.0,0.0,0.0,111,0,0,0.0,0.0,2024-11-23T15:00:00Z,0,16,0,0,0,0,12,0,3624,0,0,3,0.0,0,-103,0,103,40,True,0,12,,,,,,,,False
Clyne,DEF,Crystal Palace,1.3,0,0,3,0,0.3,196,0.0,0.0,0.0,0.0,112,0,0,0.0,0.0,2024-11-23T15:00:00Z,1,2,0,0,0,0,12,0,11440,0,2,2,0.0,1,-58,245,303,44,False,0,12,,,,,,,,False
Lukić,MID,Fulham,0.7,0,0,11,0,4.3,249,0.05,0.05,0.0,1.32,115,4,0,2.1,17.0,2024-11-23T15:00:00Z,90,20,0,0,0,0,12,0,4127,1,4,1,0.0,2,-118,29,147,48,True,0,12,,,,,,,,False
Kevin,MID,Man City,0.8,0,0,10,0,29.8,345,0.15,0.19,0.04,1.13,118,1,0,4.6,8.8,2024-11-23T17:30:00Z,16,18,0,0,0,0,12,0,431098,0,4,0,7.0,0,15503,26546,11043,94,True,1,12,,,,,,,,False
Neto,GK,Arsenal,1.0,0,0,0,0,0.0,73,0.0,0.0,0.0,0.0,111,0,0,0.0,0.0,2024-11-23T15:00:00Z,0,16,0,0,0,0,12,0,108217,0,0,3,0.0,0,-3976,416,4392,43,True,0,12,,,,,,,,False
Malacia,DEF,Man Utd,0.0,0,0,0,0,0.0,379,0.0,0.0,0.0,0.0,116,0,0,0.0,0.0,2024-11-24T16:30:00Z,0,10,0,0,0,0,12,0,925,0,1,1,0.0,0,50,86,36,44,False,0,12,,,,,,,,False
Dunk,DEF,Brighton,0.0,0,0,0,0,0.0,120,0.0,0.0,0.0,0.0,113,0,0,0.0,0.0,2024-11-23T15:00:00Z,0,3,0,0,0,0,12,0,447258,0,2,1,0.0,0,-39283,5332,44615,44,False,0,12,,,,,,,,False
Son,DEF,Everton,0.0,0,0,0,0,0.0,225,0.0,0.0,0.0,0.0,114,0,0,0.0,0.0,2024-11-23T15:00:00Z,0,4,0,0,0,0,12,0,23301,0,0,0,0.0,0,-1017,0,1017,40,True,0,12,,,,,,,,False
Antony,MID,Man Utd,0.0,0,0,0,0,0.0,365,0.0,0.0,0.0,0.0,116,0,0,0.0,0.0,2024-11-24T16:30:00Z,0,10,0,0,0,0,12,0,21771,0,1,1,0.0,0,286,926,640,57,False,0,12,,,,,,,,False
Hill,MID,Ipswich,-0.2,0,0,0,0,0.0,359,0.0,0.0,0.0,0.0,116,0,0,0.0,0.0,2024-11-24T16:30:00Z,0,14,0,0,0,0,12,0,6595,0,1,1,0.0,0,-214,136,350,49,True,0,12,,,,,,,,False
Konaté,DEF,Liverpool,3.8,0,0,3,0,4.3,326,0.03,0.03,0.0,1.28,120,2,0,1.4,8.0,2024-11-24T14:00:00Z,90,17,0,0,0,0,12,0,1771430,1,3,2,2.0,0,262657,301631,38974,54,False,1,12,,,,,,,,False
Chadi Riad,DEF,Crystal Palace,0.0,0,0,0,0,0.0,195,0.0,0.0,0.0,0.0,112,0,0,0.0,0.0,2024-11-23T15:00:00Z,0,2,0,0,0,0,12,0,5442,0,2,2,0.0,0,-130,67,197,43,False,0,12,,,,,,,,False
Colwill,DEF,Chelsea,1.7,0,0,8,0,2.3,162,0.02,0.02,0.0,1.11,117,1,0,1.7,12.6,2024-11-23T12:30:00Z,90,11,0,0,0,0,12,0,330908,1,2,1,2.0,2,16143,45653,29510,45,False,0,12,,,,,,,,False
Pope,GK,Newcastle,3.0,0,0,10,0,0.0,413,0.0,0.0,0.0,0.91,119,2,0,2.4,24.4,2024-11-25T20:00:00Z,90,19,0,0,0,0,12,4,752707,1,2,0,0.0,2,421,22025,21604,50,True,0,12,,,,,,,,False
Gomez,DEF,Liverpool,1.8,0,0,0,0,0.0,322,0.0,0.0,0.0,0.0,120,0,0,0.0,0.0,2024-11-24T14:00:00Z,0,17,0,0,0,0,12,0,46861,0,3,2,0.0,0,-436,1748,2184,48,False,0,12,,,,,,,,False
Calvert-Lewin,FWD,Everton,2.0,0,0,6,1,11.7,220,0.01,0.19,0.18,1.1,114,0,0,7.1,5.0,2024-11-23T15:00:00Z,90,4,0,0,0,0,12,0,293272,1,0,0,54.0,2,-77274,4430,81704,57,True,0,12,,,,,,,,False
Mosquera,DEF,Wolves,0.0,0,0,0,0,0.0,558,0.0,0.0,0.0,0.0,115,0,0,0.0,0.0,2024-11-23T15:00:00Z,0,9,0,0,0,0,12,0,62328,0,4,1,0.0,0,-2986,684,3670,39,False,0,12,,,,,,,,False
Tsimikas,DEF,Liverpool,2.5,0,0,0,0,0.0,337,0.0,0.0,0.0,0.0,120,0,0,0.0,0.0,2024-11-24T14:00:00Z,0,17,0,0,0,0,12,0,29451,0,3,2,0.0,0,-624,2446,3070,46,False,0,12,,,,,,,,False
Nørgaard,MID,Brentford,1.7,0,0,-4,0,10.5,101,0.0,0.0,0.0,0.35,114,0,0,1.5,4.6,2024-11-23T15:00:00Z,40,8,0,0,0,1,12,0,26208,1,0,0,0.0,-2,2881,5531,2650,48,False,0,12,,,,,,,,False
Romero,GK,Aston Villa,1.3,0,0,15,0,0.0,47,0.0,0.0,0.0,1.26,112,2,0,3.7,37.0,2024-11-23T15:00:00Z,90,7,0,0,0,0,12,4,1421379,1,2,2,0.0,2,-2584,36279,38863,50,True,0,12,,,,,,,,False
